	conv1	conv20	conv21	conv31	conv320	conv321	conv33	conv34	conv41	conv42	conv43	conv44	conv45	conv460	conv461	linear51	linear52
0	594	462	294	196	924	1848	896	18432	2048	18432	2048	18432	2048	672	1344	1024	32
