epoch,step,train_loss,val_accuracy_fire,val_accuracy_smoke,val_f1_fire,val_f1_smoke,val_loss,val_loss_fire,val_loss_smoke,val_precision_fire,val_precision_smoke,val_recall_fire,val_recall_smoke
24,6724,36.747283935546875,,,,,,,,,,,
25,6993,,0.9454290866851807,0.8367537260055542,0.3958355486392975,0.4931471049785614,29.12774658203125,9.316045761108398,19.81170082092285,0.42351552844047546,0.5410545468330383,0.3900948762893677,0.5044111013412476
25,6993,36.542152404785156,,,,,,,,,,,
26,7262,,0.9451959133148193,0.8509795069694519,0.3884357810020447,0.5120626091957092,29.77092742919922,9.740290641784668,20.030643463134766,0.44379204511642456,0.5173617005348206,0.362781822681427,0.5647291541099548
26,7262,36.37955093383789,,,,,,,,,,,
27,7531,,0.9472947716712952,0.8537780046463013,0.4020783007144928,0.5046844482421875,28.39028549194336,8.959837913513184,19.430448532104492,0.4165835976600647,0.5214930772781372,0.4000166654586792,0.5435532331466675
27,7531,35.86539840698242,,,,,,,,,,,
28,7800,,0.9428638219833374,0.8362873196601868,0.3969007432460785,0.49433112144470215,30.042890548706055,9.908089637756348,20.134803771972656,0.419403612613678,0.523939311504364,0.39183902740478516,0.5207206606864929
28,7800,35.35054016113281,,,,,,,,,,,
29,8069,,0.94822758436203,0.8407182693481445,0.3926534652709961,0.4742428958415985,28.431106567382812,8.97008228302002,19.46102523803711,0.44983235001564026,0.52034991979599,0.3679751455783844,0.47605934739112854
29,8069,35.406028747558594,,,,,,,,,,,
30,8338,,0.949393630027771,0.8563432693481445,0.40637174248695374,0.5031744837760925,27.24846076965332,9.144604682922363,18.103849411010742,0.4261709153652191,0.5338906645774841,0.40417036414146423,0.5223010778427124
30,8338,34.71697235107422,,,,,,,,,,,
31,8607,,0.9526585936546326,0.8267257213592529,0.39898812770843506,0.45775794982910156,27.599098205566406,8.594047546386719,19.005046844482422,0.43552684783935547,0.5230757594108582,0.38315558433532715,0.444418728351593
31,8607,34.54411315917969,,,,,,,,,,,
32,8876,,0.9535914063453674,0.8194962739944458,0.4054606854915619,0.4556236267089844,28.0489559173584,8.489802360534668,19.55915641784668,0.4474687874317169,0.5353179574012756,0.3812936246395111,0.422510027885437
32,8876,34.35150146484375,,,,,,,,,,,
33,9145,,0.950559675693512,0.8439832329750061,0.3982395529747009,0.47915494441986084,27.508602142333984,9.021597862243652,18.487001419067383,0.4432203471660614,0.5375638008117676,0.3801797926425934,0.47031164169311523
33,9145,33.8682746887207,,,,,,,,,,,
34,9414,,0.9552238583564758,0.8554104566574097,0.39979544281959534,0.4933759272098541,26.492334365844727,8.66242504119873,17.829917907714844,0.45181119441986084,0.5389186143875122,0.37309929728507996,0.492464154958725
34,9414,33.44950866699219,,,,,,,,,,,
35,9683,,0.9528917670249939,0.8680037260055542,0.4288109540939331,0.503137469291687,25.901147842407227,8.638062477111816,17.263086318969727,0.44464007019996643,0.5192545652389526,0.43329861760139465,0.5176299214363098
35,9683,32.980648040771484,,,,,,,,,,,
36,9952,,0.9535914063453674,0.8719682693481445,0.41379982233047485,0.5161573886871338,25.767837524414062,8.849493026733398,16.91834259033203,0.4503735601902008,0.5325021743774414,0.3954383432865143,0.5429564714431763
36,9952,32.47312545776367,,,,,,,,,,,
37,10221,,0.9563899040222168,0.847481369972229,0.41653910279273987,0.4943295419216156,25.833335876464844,7.8906779289245605,17.942659378051758,0.43668079376220703,0.5364766120910645,0.4110296666622162,0.4957428574562073
37,10221,32.55309295654297,,,,,,,,,,,
38,10490,,0.9549906849861145,0.8691697716712952,0.4175437390804291,0.5096889138221741,25.264623641967773,8.235806465148926,17.0288143157959,0.4379212260246277,0.5207356810569763,0.41012585163116455,0.5532321333885193
38,10490,32.26418685913086,,,,,,,,,,,
39,10759,,0.95802241563797,0.8756996393203735,0.41636189818382263,0.5258356332778931,23.800697326660156,7.69268274307251,16.108016967773438,0.445060133934021,0.548069417476654,0.4065937101840973,0.5410983562469482
39,10759,31.817913055419922,,,,,,,,,,,
40,11028,,0.9573227763175964,0.8680037260055542,0.42909181118011475,0.518306314945221,25.64993667602539,7.843471050262451,17.806459426879883,0.4447283148765564,0.5166701078414917,0.4293326437473297,0.5782002210617065
40,11028,32.0446891784668,,,,,,,,,,,
41,11297,,0.9563899040222168,0.8708022236824036,0.42090141773223877,0.5029172897338867,24.434711456298828,8.126769065856934,16.307937622070312,0.444212406873703,0.5247001051902771,0.4101192057132721,0.5109450221061707
41,11297,31.214738845825195,,,,,,,,,,,
42,11566,,0.9566231369972229,0.8754664063453674,0.4223048686981201,0.508992612361908,23.503734588623047,7.829935073852539,15.673800468444824,0.43383628129959106,0.533553421497345,0.42203667759895325,0.5232705473899841
42,11566,31.322168350219727,,,,,,,,,,,
43,11835,,0.9596548676490784,0.8763992786407471,0.43000781536102295,0.5125518441200256,24.249113082885742,7.733333587646484,16.515785217285156,0.46157509088516235,0.5214734077453613,0.42241424322128296,0.5560011863708496
43,11835,31.7280330657959,,,,,,,,,,,
44,12104,,0.9526585936546326,0.8516790866851807,0.40393438935279846,0.4894742965698242,25.967554092407227,8.878181457519531,17.08937644958496,0.4561881124973297,0.5472510457038879,0.3781740367412567,0.46415993571281433
44,12104,30.932214736938477,,,,,,,,,,,
45,12373,,0.9549906849861145,0.8614738583564758,0.42894819378852844,0.4983465373516083,24.450281143188477,8.008811950683594,16.441471099853516,0.44295868277549744,0.5286962985992432,0.42952340841293335,0.5092665553092957
45,12373,30.661413192749023,,,,,,,,,,,
46,12642,,0.9573227763175964,0.8810634613037109,0.4289707541465759,0.5144835710525513,23.570880889892578,7.849986553192139,15.720897674560547,0.4386073052883148,0.5384461283683777,0.43305760622024536,0.5268120169639587
46,12642,29.856273651123047,,,,,,,,,,,
47,12911,,0.9577891826629639,0.8833954930305481,0.41967466473579407,0.5280157923698425,22.69633674621582,7.66931676864624,15.027013778686523,0.43978363275527954,0.5484390258789062,0.4125470221042633,0.5470513105392456
47,12911,29.81369972229004,,,,,,,,,,,
48,13180,,0.955690324306488,0.8915578126907349,0.41138267517089844,0.5229548811912537,22.89797019958496,8.009515762329102,14.88845443725586,0.4430241286754608,0.5307033061981201,0.3993542194366455,0.5623138546943665
48,13180,29.647523880004883,,,,,,,,,,,
49,13449,,0.956856369972229,0.8829290866851807,0.4205722510814667,0.5161417126655579,23.20507049560547,8.013389587402344,15.191681861877441,0.4407294988632202,0.5401996374130249,0.4132433235645294,0.5362449288368225
49,13449,29.12299346923828,,,,,,,,,,,
50,13718,,0.9566231369972229,0.8840951323509216,0.4192151725292206,0.5279537439346313,22.911460876464844,7.96378231048584,14.947678565979004,0.44447219371795654,0.543302059173584,0.4081488251686096,0.5501086115837097
50,13718,29.457765579223633,,,,,,,,,,,
51,13987,,0.9622201323509216,0.8817630410194397,0.42520424723625183,0.5063220858573914,22.31965446472168,7.491541385650635,14.828113555908203,0.44758182764053345,0.5359049439430237,0.41650497913360596,0.5052630305290222
51,13987,28.656269073486328,,,,,,,,,,,
52,14256,,0.9587219953536987,0.891791045665741,0.4168335497379303,0.5325167775154114,22.3446102142334,8.234146118164062,14.110466957092285,0.46891650557518005,0.5505676865577698,0.3883351683616638,0.5515621900558472
52,14256,28.77446937561035,,,,,,,,,,,
53,14525,,0.9608209133148193,0.8978545069694519,0.43490856885910034,0.5264965295791626,21.744665145874023,7.3883514404296875,14.35630989074707,0.4561997056007385,0.5336516499519348,0.42752406001091003,0.5662633180618286
53,14525,28.800216674804688,,,,,,,,,,,
54,14794,,0.9559234976768494,0.8948227763175964,0.4331471920013428,0.5289309024810791,22.18218994140625,7.77700138092041,14.405189514160156,0.4336959421634674,0.5293141007423401,0.44595953822135925,0.5716982483863831
54,14794,28.120006561279297,,,,,,,,,,,
55,15063,,0.9615204930305481,0.8934234976768494,0.42688482999801636,0.5209636092185974,21.558015823364258,7.4048542976379395,14.153167724609375,0.4463110864162445,0.5374445915222168,0.4180174171924591,0.5373908281326294
55,15063,28.179758071899414,,,,,,,,,,,
56,15332,,0.9589552283287048,0.8985540866851807,0.4349014163017273,0.5414142608642578,21.620500564575195,7.41118860244751,14.209312438964844,0.453726202249527,0.5479362607002258,0.4303910434246063,0.5671341419219971
56,15332,27.763370513916016,,,,,,,,,,,
57,15601,,0.9582555890083313,0.888059675693512,0.434379905462265,0.5176643133163452,22.320524215698242,7.682321071624756,14.63819694519043,0.4381954073905945,0.5274908542633057,0.4467740058898926,0.5454047322273254
57,15601,28.295337677001953,,,,,,,,,,,
58,15870,,0.9626865386962891,0.8997201323509216,0.4363316595554352,0.537335216999054,21.938053131103516,7.4872026443481445,14.450847625732422,0.46106427907943726,0.5332037806510925,0.4255352020263672,0.5800561308860779
58,15870,27.686246871948242,,,,,,,,,,,
59,16139,,0.9617537260055542,0.8908582329750061,0.443086713552475,0.5199064612388611,21.592256546020508,7.340482711791992,14.251770973205566,0.453586220741272,0.5313026309013367,0.4445152282714844,0.5418529510498047
59,16139,27.487375259399414,,,,,,,,,,,
60,16408,,0.9622201323509216,0.8948227763175964,0.4301169514656067,0.5319016575813293,21.260377883911133,7.26736307144165,13.993016242980957,0.44754868745803833,0.5430359840393066,0.423210471868515,0.5580540299415588
60,16408,27.55908203125,,,,,,,,,,,
61,16677,,0.96385258436203,0.8878265023231506,0.4358046352863312,0.5298718214035034,21.15858268737793,7.258880615234375,13.899701118469238,0.46406275033950806,0.5548609495162964,0.4234047532081604,0.5416664481163025
61,16677,27.57037925720215,,,,,,,,,,,
62,16946,,0.9591884613037109,0.8936567306518555,0.44155099987983704,0.5356362462043762,21.549272537231445,7.36219596862793,14.187078475952148,0.44790446758270264,0.5383028984069824,0.4474929869174957,0.5708491802215576
62,16946,26.840967178344727,,,,,,,,,,,
63,17215,,0.9624533653259277,0.8938899040222168,0.438332736492157,0.5342143774032593,20.840312957763672,7.033734321594238,13.806578636169434,0.4564696252346039,0.5475738644599915,0.4343024790287018,0.5549795627593994
63,17215,26.75490951538086,,,,,,,,,,,
64,17484,,0.9610540866851807,0.8822295069694519,0.43370500206947327,0.518066942691803,21.5926456451416,7.311478137969971,14.281164169311523,0.46539849042892456,0.555178165435791,0.4214720129966736,0.5094595551490784
64,17484,26.579349517822266,,,,,,,,,,,
65,17753,,0.9633861780166626,0.8959888219833374,0.44429245591163635,0.5342366695404053,20.924678802490234,7.243592739105225,13.6810884475708,0.4580479562282562,0.55278080701828,0.44499871134757996,0.5505593419075012
65,17753,26.552845001220703,,,,,,,,,,,
66,18022,,0.96385258436203,0.9057835936546326,0.4372151792049408,0.5440480709075928,20.25788116455078,6.967061519622803,13.29082202911377,0.4561782479286194,0.5414428114891052,0.43516919016838074,0.5804946422576904
66,18022,26.637720108032227,,,,,,,,,,,
67,18291,,0.9633861780166626,0.9008861780166626,0.43963542580604553,0.5391876101493835,20.400775909423828,7.0212931632995605,13.379483222961426,0.46233293414115906,0.5487369298934937,0.4314405024051666,0.562848687171936
67,18291,26.268957138061523,,,,,,,,,,,
68,18560,,0.9596548676490784,0.8929570913314819,0.4277319014072418,0.5348829030990601,21.334636688232422,7.490674018859863,13.843966484069824,0.46588796377182007,0.5481216311454773,0.4086281359195709,0.5551870465278625
68,18560,26.29432487487793,,,,,,,,,,,
69,18829,,0.96385258436203,0.9018190503120422,0.43948736786842346,0.5397322177886963,20.195444107055664,6.89560079574585,13.29984188079834,0.45810291171073914,0.5482987761497498,0.43473437428474426,0.5667017102241516
69,18829,26.55449676513672,,,,,,,,,,,
70,19098,,0.9626865386962891,0.8715018630027771,0.43053510785102844,0.4989532232284546,22.362382888793945,7.117825508117676,15.244549751281738,0.4517723619937897,0.5437172651290894,0.4178031384944916,0.48468124866485596
70,19098,26.288177490234375,,,,,,,,,,,
71,19367,,0.9617537260055542,0.8836287260055542,0.4265631139278412,0.5270700454711914,21.156330108642578,6.955672740936279,14.200658798217773,0.44032374024391174,0.5479373931884766,0.42226096987724304,0.5410561561584473
71,19367,26.179235458374023,,,,,,,,,,,
72,19636,,0.9640858173370361,0.8997201323509216,0.4327195882797241,0.5389931201934814,20.178022384643555,6.998034954071045,13.179985046386719,0.45091691613197327,0.5537728071212769,0.4247528612613678,0.5561844110488892
72,19636,26.336715698242188,,,,,,,,,,,
73,19905,,0.9605876803398132,0.8938899040222168,0.4221147894859314,0.5328646302223206,20.810604095458984,7.3057169914245605,13.504887580871582,0.44993090629577637,0.5557492971420288,0.40782272815704346,0.5424723029136658
73,19905,26.27727508544922,,,,,,,,,,,
74,20174,,0.9619869589805603,0.9039179086685181,0.42537569999694824,0.5401908755302429,20.815292358398438,7.607433319091797,13.207855224609375,0.4612342119216919,0.5489883422851562,0.4074106812477112,0.564560055732727
74,20174,26.01755714416504,,,,,,,,,,,
75,20443,,0.9622201323509216,0.8973880410194397,0.43123987317085266,0.5364500284194946,20.41924285888672,7.1348419189453125,13.284399032592773,0.45862749218940735,0.5561237335205078,0.4203115999698639,0.5488616824150085
75,20443,25.8518123626709,,,,,,,,,,,
76,20712,,0.9624533653259277,0.8990204930305481,0.4297463893890381,0.5365254282951355,20.84001922607422,7.255923748016357,13.58409595489502,0.448905348777771,0.5460050106048584,0.42282870411872864,0.5617466568946838
76,20712,25.6386775970459,,,,,,,,,,,
77,20981,,0.96385258436203,0.9060167670249939,0.4354075491428375,0.5425339937210083,19.587865829467773,6.813213348388672,12.774653434753418,0.46139630675315857,0.5491284132003784,0.4255264401435852,0.5691904425621033
77,20981,25.83038330078125,,,,,,,,,,,
78,21250,,0.9598880410194397,0.9078824520111084,0.42661580443382263,0.5435478687286377,20.193206787109375,7.331571102142334,12.86163330078125,0.4441632330417633,0.551555871963501,0.4191420078277588,0.5673702955245972
78,21250,25.301191329956055,,,,,,,,,,,
79,21519,,0.9622201323509216,0.9032182693481445,0.43029940128326416,0.5426678657531738,20.3790340423584,7.205263614654541,13.173768997192383,0.44541555643081665,0.5487023591995239,0.42389392852783203,0.569104790687561
79,21519,25.37209701538086,,,,,,,,,,,
80,21788,,0.9626865386962891,0.89552241563797,0.42742499709129333,0.5359672904014587,20.602060317993164,7.151256084442139,13.450809478759766,0.4478801190853119,0.5533508062362671,0.41896992921829224,0.5517422556877136
80,21788,25.407350540161133,,,,,,,,,,,
81,22057,,0.9640858173370361,0.8999533653259277,0.42765840888023376,0.5385649800300598,20.184518814086914,7.222709655761719,12.961811065673828,0.4516867399215698,0.5542475581169128,0.4167940318584442,0.5543565154075623
81,22057,25.098705291748047,,,,,,,,,,,
82,22326,,0.9636194109916687,0.9090484976768494,0.42999979853630066,0.5446006655693054,19.69419288635254,6.953120708465576,12.741071701049805,0.44023650884628296,0.5467970371246338,0.4286642074584961,0.5760169625282288
82,22326,25.337005615234375,,,,,,,,,,,
83,22595,,0.9631530046463013,0.9022854566574097,0.42999064922332764,0.5413792729377747,19.55967140197754,6.793234348297119,12.766434669494629,0.4403146505355835,0.5477144122123718,0.4297868013381958,0.5674309134483337
83,22595,24.546871185302734,,,,,,,,,,,
84,22864,,0.9610540866851807,0.9071828126907349,0.42395275831222534,0.5428383946418762,19.672107696533203,6.993435382843018,12.678672790527344,0.44502851366996765,0.5496165752410889,0.415457546710968,0.5672373175621033
84,22864,24.98307991027832,,,,,,,,,,,
85,23133,,0.9617537260055542,0.9027518630027771,0.4283987283706665,0.5349746942520142,19.66244888305664,6.858678340911865,12.803768157958984,0.43595173954963684,0.5547433495521545,0.4296664297580719,0.5381695032119751
85,23133,24.983247756958008,,,,,,,,,,,
86,23402,,0.9633861780166626,0.8941231369972229,0.4287344515323639,0.5297876596450806,20.156583786010742,6.916861534118652,13.239720344543457,0.44666650891304016,0.552766740322113,0.42194366455078125,0.5308771729469299
86,23402,24.564661026000977,,,,,,,,,,,
87,23671,,0.9657182693481445,0.9109141826629639,0.430985689163208,0.5461689233779907,19.14354133605957,6.692718982696533,12.450821876525879,0.4488166570663452,0.5494556427001953,0.42434990406036377,0.5737618803977966
87,23671,24.415822982788086,,,,,,,,,,,
88,23940,,0.9633861780166626,0.9067164063453674,0.43593230843544006,0.5429339408874512,19.40337371826172,6.917642116546631,12.48573112487793,0.45922237634658813,0.555372953414917,0.42949870228767395,0.5617642402648926
88,23940,24.138614654541016,,,,,,,,,,,
89,24209,,0.9633861780166626,0.89552241563797,0.42631542682647705,0.5339842438697815,20.109952926635742,6.962484359741211,13.147469520568848,0.4490094482898712,0.5587282776832581,0.41619470715522766,0.5419667363166809
89,24209,24.593963623046875,,,,,,,,,,,
90,24478,,0.9626865386962891,0.9083488583564758,0.42777982354164124,0.5430856347084045,19.676647186279297,7.134762287139893,12.54188346862793,0.446479469537735,0.5517845153808594,0.4210442900657654,0.5660893321037292
90,24478,23.894763946533203,,,,,,,,,,,
91,24747,,0.96385258436203,0.9085820913314819,0.42896366119384766,0.5435912013053894,19.265565872192383,6.856334209442139,12.409232139587402,0.44867998361587524,0.553028404712677,0.4211212694644928,0.5654447674751282
91,24747,23.962209701538086,,,,,,,,,,,
92,25016,,0.9624533653259277,0.9106809496879578,0.42966848611831665,0.5477770566940308,19.154653549194336,6.793177127838135,12.361478805541992,0.4396877884864807,0.5516477823257446,0.42921191453933716,0.5749537944793701
92,25016,24.112924575805664,,,,,,,,,,,
93,25285,,0.9645522236824036,0.9095149040222168,0.4308474361896515,0.5467802882194519,19.08016586303711,6.769278049468994,12.310884475708008,0.44210734963417053,0.5528156757354736,0.42906466126441956,0.5722752809524536
93,25285,23.596309661865234,,,,,,,,,,,
94,25554,,0.9624533653259277,0.9146454930305481,0.43210846185684204,0.5468454957008362,19.0223445892334,6.810072422027588,12.212276458740234,0.4359630346298218,0.5516431331634521,0.4358566999435425,0.5730128884315491
94,25554,24.057720184326172,,,,,,,,,,,
95,25823,,0.9631530046463013,0.9076492786407471,0.4294367730617523,0.543773353099823,18.971986770629883,6.781073570251465,12.190917015075684,0.442192941904068,0.5541268587112427,0.42539751529693604,0.5643457174301147
95,25823,24.182828903198242,,,,,,,,,,,
96,26092,,0.9643190503120422,0.9069496393203735,0.43270716071128845,0.5435263514518738,19.12629508972168,6.685433864593506,12.440862655639648,0.4463726282119751,0.5550158023834229,0.42841047048568726,0.562534749507904
96,26092,23.580341339111328,,,,,,,,,,,
97,26361,,0.96385258436203,0.9127798676490784,0.4305001497268677,0.548190176486969,18.916231155395508,6.649885654449463,12.26634407043457,0.44361981749534607,0.5504745244979858,0.42667219042778015,0.5775299668312073
97,26361,23.426162719726562,,,,,,,,,,,
98,26630,,0.9640858173370361,0.9137126803398132,0.43197178840637207,0.547809362411499,18.81727409362793,6.676534175872803,12.140740394592285,0.4433564245700836,0.5528004765510559,0.4285352826118469,0.5715048909187317
98,26630,23.45885467529297,,,,,,,,,,,
99,26899,,0.96385258436203,0.9071828126907349,0.43171003460884094,0.5440025925636292,19.13609504699707,6.595401287078857,12.540695190429688,0.4413950443267822,0.5542774200439453,0.4311317503452301,0.5643756985664368
99,26899,23.74330711364746,,,,,,,,,,,
100,26900,,0.96385258436203,0.9071828126907349,0.43171003460884094,0.5440025925636292,19.13609504699707,6.595401287078857,12.540695190429688,0.4413950443267822,0.5542774200439453,0.4311317503452301,0.5643756985664368
